代码	名称	涨幅%	封单额	涨速%	总金额	量比	换手%	振幅%	现价	买价	卖价	涨跌	总量	现量	今开	最高	最低	昨收	市盈(动)	细分行业	地区	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z%	市盈(TTM)	
113595	花王转债	27.73	--  	-1.74	421055.33	 37.12	       1108.66	25.93	121.94	120.90	121.00	26.47	3656640	87	109.00	127.76	103.00	95.47	--  	深证		115.15	1728047	1928593	  0.90	6	698	--  	--  	--  	--  	          0.03	          4.02亿	--  	 25.32	   3318	   1102	        0.3341	2	0.37	26.98	21.94	15.98	13.74	0	--  	--  	--  	--  	
123138	丝路转债	24.19	--  	0.00	543777.64	  6.81	       1468.38	27.44	165.000	164.873	165.000	32.142	3524122	17877	138.000	173.550	137.100	132.858	--  	上证		154.302	1647093	1877029	  0.88	1	1829	--  	--  	--  	--  	          0.02	          3.96亿	--  	 20.50	   3977	    886	        0.3692	1	-1.37	24.34	24.76	65.00	65.00	0	--  	--  	--  	--  	
123136	城市转债	19.60	--  	0.42	1170511.77	  3.79	       1151.83	23.01	238.000	237.990	238.000	39.000	5298432	25122	200.000	238.000	192.212	199.000	--  	上证		220.917	2593878	2704555	  0.96	5	420	--  	--  	--  	--  	          0.05	         10.95亿	--  	 15.91	   4744	   1117	        0.2428	3	22.09	75.34	93.54	138.00	138.00	0	--  	--  	--  	--  	
127007	湖广转债	18.75	--  	0.10	851006.98	  2.24	       1494.47	14.85	163.798	163.798	163.799	25.867	5532501	39282	145.050	163.970	143.486	137.931	--  	上证		153.820	2630717	2901784	  0.91	2680	524	--  	--  	--  	--  	          0.04	          6.06亿	--  	 15.06	   4744	   1166	        0.3150	1	-4.87	18.68	0.00	0.33	28.56	0	--  	--  	--  	--  	
113016	小康转债	10.54	--  	0.74	279655.55	  2.09	        538.94	13.68	255.97	256.40	256.50	24.40	1113778	23	241.40	269.99	238.31	231.57	--  	深证		251.09	538956	574822	  0.94	92	19	--  	--  	--  	--  	          0.02	          5.29亿	--  	  8.13	   4772	    233	        0.1129	1	-0.73	12.68	-3.35	-23.62	-33.25	0	--  	--  	--  	--  	
113025	明泰转债	10.09	--  	0.11	155799.74	  1.34	         46.05	17.60	345.40	345.10	345.32	31.66	467280	28	313.01	360.22	305.00	313.74	--  	深证		333.42	224579	242701	  0.93	26	2	--  	--  	--  	--  	          0.10	         35.05亿	--  	  7.69	   4677	    100	        0.0098	4	4.27	34.13	-12.13	-16.40	-22.98	0	--  	--  	--  	--  	
113537	文灿转债	9.52	--  	-0.04	303463.83	  1.09	       1022.57	16.85	216.89	217.42	217.50	18.86	1437175	50	199.69	229.69	196.32	198.03	--  	深证		211.15	705632	731543	  0.96	5	45	--  	--  	--  	--  	          0.01	          3.05亿	--  	  7.12	   4797	    300	        0.2132	1	-5.68	18.49	-2.64	-27.68	-35.31	0	--  	--  	--  	--  	
123134	卡倍转债	8.95	--  	-0.03	560710.09	  1.66	        811.22	11.31	235.880	235.880	235.884	19.380	2263304	6788	238.150	258.230	233.750	216.500	--  	上证		247.740	1095562	1167743	  0.94	22	37	--  	--  	--  	--  	          0.03	          6.58亿	--  	  5.26	   4744	    477	        0.1710	1	-1.81	8.29	54.98	78.18	135.88	0	--  	--  	--  	--  	
128033	迪龙转债	8.78	--  	-0.07	212920.79	188.96	        593.71	10.36	118.500	118.500	118.501	9.564	1765132	13563	114.440	125.724	114.439	108.936	--  	上证		120.626	911371	853762	  1.07	2133	246	--  	--  	--  	--  	          0.03	          3.52亿	--  	  5.09	   4718	    374	        0.1258	3	0.68	10.47	4.18	-6.29	-4.28	0	--  	--  	--  	--  	
123083	朗新转债	7.44	--  	-0.01	18474.16	  1.04	         22.28	11.21	154.970	154.970	154.980	10.729	122168	1340	145.801	159.200	143.031	144.241	--  	上证		151.219	61614	60554	  1.02	170	40	--  	--  	--  	--  	          0.05	          8.50亿	--  	  3.75	   2691	     45	        0.0083	3	0.87	15.83	-16.68	-36.85	-39.93	0	--  	--  	--  	--  	
127040	国泰转债	6.96	--  	0.33	73042.80	  6.19	         13.91	5.12	125.300	125.250	125.300	8.154	592092	2927	120.000	125.996	120.000	117.146	--  	上证		123.364	320303	271790	  1.18	10	78	--  	--  	--  	--  	          0.43	         53.35亿	--  	  3.27	   4540	    130	        0.0031	3	1.43	12.19	1.87	-7.95	-23.05	0	--  	--  	--  	--  	
113615	金诚转债	6.87	--  	-0.90	33411.11	  2.46	         22.58	12.96	171.96	171.95	172.00	11.05	195636	20	163.49	181.31	160.45	160.91	--  	深证		170.78	94707	100929	  0.94	52	7	--  	--  	--  	--  	          0.09	         14.90亿	--  	  4.46	   3567	     55	        0.0063	1	-5.46	4.94	-0.61	-14.16	-11.48	0	--  	--  	--  	--  	
128140	润建转债	6.86	--  	0.00	15470.50	  2.83	         10.72	9.25	135.578	135.250	135.578	8.702	116841	104	127.384	138.602	126.862	126.876	--  	上证		132.406	54404	62437	  0.87	2	8	--  	--  	--  	--  	          0.11	         14.77亿	--  	  3.17	   2541	     46	        0.0042	1	-1.31	10.53	0.28	-14.08	-17.08	0	--  	--  	--  	--  	
113582	火炬转债	6.65	--  	-0.35	89532.52	  2.41	        118.82	16.04	179.26	178.88	179.00	11.17	496349	28	168.50	193.30	166.33	168.09	--  	深证		180.38	245863	250486	  0.98	11	9	--  	--  	--  	--  	          0.04	          7.49亿	--  	  4.24	   4421	    112	        0.0269	3	3.45	17.25	-20.77	-46.44	-53.08	0	--  	--  	--  	--  	
128095	恩捷转债	6.48	--  	-0.23	83252.82	  1.69	         53.92	13.34	346.999	346.700	346.999	21.122	244787	484	329.000	359.850	316.380	325.877	--  	上证		340.103	120666	124121	  0.97	30	131	--  	--  	--  	--  	          0.05	         15.75亿	--  	  2.79	   4009	     61	        0.0135	3	4.78	22.60	-5.51	-26.08	-25.38	0	--  	--  	--  	--  	
123070	鹏辉转债	6.47	--  	0.05	342868.94	  2.24	        361.64	11.54	162.890	162.871	162.890	9.900	2153876	5724	152.000	167.960	150.302	152.990	--  	上证		159.187	1024472	1129404	  0.91	6	16	--  	--  	--  	--  	          0.06	          9.70亿	--  	  2.78	   4741	    454	        0.0763	1	-26.09	-13.59	-39.42	-32.58	-38.02	0	--  	--  	--  	--  	
123060	苏试转债	6.46	--  	-0.11	19371.71	  0.42	         40.58	8.54	159.690	159.633	159.690	9.690	125647	283	152.500	159.990	147.187	150.000	--  	上证		154.176	64071	61577	  1.04	95	29	--  	--  	--  	--  	          0.03	          4.94亿	--  	  2.77	   3201	     39	        0.0127	1	-1.77	10.77	-9.98	-12.26	-24.41	0	--  	--  	--  	--  	
113626	伯特转债	6.43	--  	-0.10	102802.21	  1.77	         66.31	14.35	172.56	172.50	172.58	10.42	597770	113	163.00	183.00	159.73	162.14	--  	深证		171.98	284571	313199	  0.91	28	2	--  	--  	--  	--  	          0.09	         15.56亿	--  	  4.02	   4526	    132	        0.0147	1	-0.42	17.46	-19.01	-27.85	-22.12	0	--  	--  	--  	--  	
110074	精达转债	6.00	--  	0.39	9910.89	  1.01	         14.47	7.11	138.57	138.31	138.59	7.84	73742	9	131.70	139.00	129.70	130.73	--  	深证		134.40	37370	36372	  1.03	5	13	--  	--  	--  	--  	          0.05	          7.06亿	--  	  3.59	   2543	     29	        0.0057	1	-1.06	8.94	-11.40	-35.24	-41.07	0	--  	--  	--  	--  	
128137	洁美转债	5.87	--  	0.00	6216.36	  4.53	          8.48	9.69	124.000	124.000	124.200	6.870	50834	226	117.129	127.500	116.146	117.130	--  	上证		122.288	23303	27532	  0.85	337	11	--  	--  	--  	--  	          0.06	          7.43亿	--  	  2.17	   1184	     43	        0.0072	4	0.45	7.84	0.73	-17.33	-22.10	0	--  	--  	--  	--  	
123022	长信转债	5.83	--  	0.08	54194.96	  6.35	        150.60	9.72	139.113	139.113	139.200	7.658	386032	702	135.341	144.880	132.108	131.455	--  	上证		140.390	190726	195307	  0.98	34	3	--  	--  	--  	--  	          0.03	          3.57亿	--  	  2.13	   3753	    103	        0.0401	1	-0.41	11.84	-12.78	-36.20	-44.47	0	--  	--  	--  	--  	
123098	一品转债	5.68	--  	-0.45	262815.82	  8.37	        476.83	18.49	130.200	130.200	130.500	7.000	2019962	8991	123.000	145.000	122.220	123.200	--  	上证		130.109	1016707	1003256	  1.01	291	78	--  	--  	--  	--  	          0.04	          5.52亿	--  	  1.99	   4675	    432	        0.1020	4	3.43	9.40	2.32	-7.00	-18.06	0	--  	--  	--  	--  	
113504	艾华转债	5.60	--  	-1.16	34091.34	  1.87	         51.65	9.59	143.01	143.00	143.18	7.59	239027	2	134.99	147.98	134.99	135.42	--  	深证		142.63	116867	122160	  0.96	132	2	--  	--  	--  	--  	          0.05	          6.62亿	--  	  3.20	   4098	     58	        0.0126	1	-1.25	13.22	3.58	-24.21	-32.90	0	--  	--  	--  	--  	
113545	金能转债	5.33	--  	-0.14	9654.21	  1.10	          8.22	5.72	121.67	121.32	121.52	6.16	81097	2	115.99	122.60	115.99	115.51	--  	深证		119.05	43097	38000	  1.13	2	1	--  	--  	--  	--  	          0.10	         12.00亿	--  	  2.93	   2468	     33	        0.0033	3	0.53	8.00	-8.22	-25.01	-31.73	0	--  	--  	--  	--  	
123023	迪森转债	5.33	--  	-0.07	13242.52	 16.94	         23.07	1.99	109.001	109.001	109.060	5.515	122123	239	107.190	109.170	107.110	103.486	--  	上证		108.436	60125	61998	  0.97	195	18	--  	--  	--  	--  	          0.05	          5.77亿	--  	  1.64	   2957	     41	        0.0078	1	-0.59	4.31	2.44	-4.05	-5.47	0	--  	--  	--  	--  	
113630	赛伍转债	5.23	--  	0.03	87463.60	  0.58	         96.64	10.40	128.66	128.69	128.70	6.40	676469	2	123.80	135.00	122.28	122.26	--  	深证		129.29	328529	347940	  0.94	1	38	--  	--  	--  	--  	          0.07	          9.01亿	--  	  2.83	   4524	    150	        0.0214	4	0.15	9.51	7.89	-2.18	-9.45	0	--  	--  	--  	--  	
123139	铂科转债	5.17	--  	0.52	70692.26	  0.92	        126.05	6.61	131.990	131.990	131.997	6.490	542023	2970	126.999	133.745	125.444	125.500	--  	上证		130.423	262909	279115	  0.94	24	1	--  	--  	--  	--  	          0.04	          5.68亿	--  	  1.48	   4278	    127	        0.0295	1	-4.56	8.10	31.99	31.99	31.99	0	--  	--  	--  	--  	
110070	凌钢转债	5.03	--  	-0.12	3451.47	  0.78	         13.08	5.97	123.18	123.19	123.20	5.90	28403	3	117.81	124.50	117.50	117.28	--  	深证		121.52	15097	13306	  1.13	3	4	--  	--  	--  	--  	          0.02	          2.67亿	--  	  2.63	   1528	     19	        0.0086	3	0.60	7.75	3.48	-3.03	-2.25	0	--  	--  	--  	--  	
127013	创维转债	4.64	--  	0.08	25882.75	  3.01	         20.14	6.26	131.639	131.600	131.639	5.839	196845	179	127.100	133.880	126.000	125.800	--  	上证		131.488	103336	93509	  1.11	1164	8	--  	--  	--  	--  	          0.10	         12.86亿	--  	  0.95	   3489	     56	        0.0058	3	0.90	9.34	-2.13	-2.49	8.27	0	--  	--  	--  	--  	
123105	拓尔转债	4.54	--  	0.00	5418.57	  2.23	          5.40	6.17	126.200	126.200	126.301	5.484	43223	366	121.000	128.445	121.000	120.716	--  	上证		125.363	22632	20592	  1.10	1064	10	--  	--  	--  	--  	          0.08	         10.09亿	--  	  0.85	   1597	     27	        0.0034	1	-0.84	5.15	-0.37	-8.08	-1.17	0	--  	--  	--  	--  	
113039	嘉泽转债	4.38	--  	0.22	7492.06	  1.33	         20.72	4.32	127.95	127.93	127.99	5.37	59778	9	123.20	128.00	122.71	122.58	--  	深证		125.33	32383	27395	  1.18	54	12	--  	--  	--  	--  	          0.03	          3.69亿	--  	  1.98	   1776	     34	        0.0117	1	-1.02	5.53	-1.92	-13.11	-19.10	0	--  	--  	--  	--  	
123114	三角转债	4.38	--  	-0.40	21420.33	  0.69	         16.76	6.41	143.000	143.000	143.300	6.000	150997	516	137.800	145.780	137.000	137.000	--  	上证		141.859	65602	85396	  0.77	83	5	--  	--  	--  	--  	          0.09	         12.88亿	--  	  0.69	   3130	     48	        0.0054	3	1.04	10.42	-6.91	-17.72	-24.52	0	--  	--  	--  	--  	
123077	汉得转债	4.36	--  	0.20	19798.96	  0.26	         18.64	5.37	114.900	114.887	114.900	4.800	174596	446	110.799	116.400	110.491	110.100	--  	上证		113.399	81696	92900	  0.88	45	36	--  	--  	--  	--  	          0.09	         10.76亿	--  	  0.67	   3208	     54	        0.0058	1	-1.26	4.08	2.18	-8.01	-5.04	0	--  	--  	--  	--  	
113017	吉视转债	4.34	--  	0.11	11863.13	  1.82	          9.37	4.68	112.81	112.85	112.90	4.69	106353	5	108.40	113.46	108.40	108.12	--  	深证		111.54	50944	55409	  0.92	258	6	--  	--  	--  	--  	          0.11	         12.80亿	--  	  1.93	   3163	     34	        0.0030	1	-0.09	4.41	-4.29	-11.78	-2.83	0	--  	--  	--  	--  	
113637	华翔转债	4.17	--  	-0.02	3172.36	  1.12	          3.19	4.69	126.06	126.00	126.09	5.05	25512	1	121.20	126.20	120.52	121.01	--  	深证		124.35	11211	14301	  0.78	271	2	--  	--  	--  	--  	          0.08	         10.08亿	--  	  1.77	   1348	     19	        0.0024	3	1.33	7.14	-2.13	-4.22	26.06	0	--  	--  	--  	--  	
110038	济川转债	4.16	--  	-0.15	5159.40	  0.81	          6.64	4.30	124.84	124.72	124.75	4.99	41885	3	119.89	125.04	119.89	119.85	--  	深证		123.18	19454	22431	  0.87	6	1	--  	--  	--  	--  	          0.06	          7.87亿	--  	  1.76	   2098	     20	        0.0032	1	-1.05	2.98	-3.20	-4.42	-12.39	0	--  	--  	--  	--  	
127038	国微转债	4.13	--  	-0.08	29894.84	  1.25	         13.08	4.66	155.752	155.710	155.752	6.182	195498	221	151.000	156.000	149.026	149.570	--  	上证		152.916	91855	103644	  0.89	2	400	--  	--  	--  	--  	          0.15	         23.27亿	--  	  0.44	   3204	     61	        0.0041	4	1.27	12.20	-4.57	-21.58	-20.74	0	--  	--  	--  	--  	
128111	中矿转债	4.12	--  	-0.08	424673.36	  1.33	        559.14	8.10	557.000	556.914	557.000	22.023	765456	2498	545.500	574.322	531.000	534.977	--  	上证		554.798	373779	391677	  0.95	10	107	--  	--  	--  	--  	          0.01	          7.63亿	--  	  0.42	   4735	    162	        0.1181	4	3.28	24.47	-11.36	24.54	17.33	0	--  	--  	--  	--  	
123046	天铁转债	4.02	--  	0.24	28274.73	  0.90	        198.04	4.28	245.600	245.599	245.600	9.500	115955	443	238.522	248.616	238.522	236.100	--  	上证		243.842	56012	59943	  0.93	1	141	--  	--  	--  	--  	          0.01	          1.44亿	--  	  0.33	   3263	     36	        0.0607	1	-1.43	6.37	-13.79	-23.96	-27.52	0	--  	--  	--  	--  	
113636	甬金转债	4.00	--  	0.24	18106.05	  8.72	         14.16	18.60	124.38	124.45	124.46	4.78	141641	5	119.80	140.97	118.73	119.60	--  	深证		127.83	72456	69185	  1.05	1	18	--  	--  	--  	--  	          0.10	         12.44亿	--  	  1.59	   2238	     63	        0.0063	3	0.23	7.51	-3.04	-12.45	-10.99	0	--  	--  	--  	--  	
110064	建工转债	3.96	--  	-0.10	35281.76	  1.12	         22.56	4.10	125.10	125.00	125.01	4.76	285236	4	121.90	125.74	120.81	120.34	--  	深证		123.69	132898	152338	  0.87	1100	2	--  	--  	--  	--  	          0.13	         15.82亿	--  	  1.55	   3767	     76	        0.0060	4	0.07	6.11	0.42	3.35	8.66	0	--  	--  	--  	--  	
128107	交科转债	3.95	--  	-0.05	91781.61	  4.56	         43.54	5.88	132.214	132.213	132.214	5.026	694117	3799	134.500	136.400	128.920	127.188	--  	上证		132.228	344393	349724	  0.98	420	237	--  	--  	--  	--  	          0.16	         21.08亿	--  	  0.26	   4364	    159	        0.0100	4	1.51	9.54	1.77	3.70	7.31	0	--  	--  	--  	--  	
123121	帝尔转债	3.92	--  	0.58	20497.42	  0.91	         18.24	7.69	134.886	134.886	134.887	5.086	153111	450	131.010	138.987	129.004	129.800	--  	上证		133.873	71067	82044	  0.87	18	10	--  	--  	--  	--  	          0.08	         11.32亿	--  	  0.23	   3476	     44	        0.0052	1	-2.98	9.91	-8.86	-14.17	-20.75	0	--  	--  	--  	--  	
127029	中钢转债	3.91	--  	0.00	5739.50	  0.91	          5.81	3.45	122.000	122.000	122.001	4.591	47581	1494	118.171	122.222	118.170	117.409	--  	上证		120.626	21897	25684	  0.85	13153	37	--  	--  	--  	--  	          0.08	          9.99亿	--  	  0.22	   1773	     27	        0.0033	1	-0.25	6.36	-5.10	-20.18	-27.18	0	--  	--  	--  	--  	
113621	彤程转债	3.91	--  	0.00	10012.03	  2.81	         15.21	4.51	122.92	122.91	122.98	4.62	81643	5	119.09	124.43	119.09	118.30	--  	深证		122.63	40083	41560	  0.96	4	3	--  	--  	--  	--  	          0.05	          6.60亿	--  	  1.50	   2678	     30	        0.0057	1	-0.71	6.94	-12.33	-19.59	-29.72	0	--  	--  	--  	--  	
113568	新春转债	3.74	--  	0.24	7771.16	  0.81	         25.04	4.43	129.51	129.50	129.51	4.67	60886	1	126.17	130.26	124.73	124.84	--  	深证		127.63	30478	30408	  1.00	218	17	--  	--  	--  	--  	          0.02	          3.15亿	--  	  1.34	   2476	     25	        0.0101	1	-1.72	7.10	-11.30	-27.25	-42.67	0	--  	--  	--  	--  	
113599	嘉友转债	3.69	--  	0.07	15422.31	  1.71	         17.38	6.56	123.45	123.46	123.50	4.39	125037	1	119.97	126.87	119.06	119.06	--  	深证		123.34	59278	65759	  0.90	23	887	--  	--  	--  	--  	          0.07	          8.88亿	--  	  1.28	   3109	     40	        0.0056	3	0.19	7.37	1.27	-8.28	-6.65	0	--  	--  	--  	--  	
123073	同和转债	3.66	--  	-0.10	36286.88	  1.12	         84.16	5.86	143.836	143.800	143.836	5.082	253164	1048	138.800	146.625	138.500	138.754	--  	上证		143.333	127879	125286	  1.02	37	114	--  	--  	--  	--  	          0.03	          4.33亿	--  	 -0.03	   3836	     66	        0.0219	1	-0.32	7.02	-23.13	-2.04	-19.52	0	--  	--  	--  	--  	
123092	天壕转债	3.66	--  	-0.05	37048.62	  0.64	         54.97	4.23	163.990	163.990	164.000	5.790	227697	546	159.000	165.692	159.000	158.200	--  	上证		162.710	114689	113008	  1.01	4	9	--  	--  	--  	--  	          0.04	          6.79亿	--  	 -0.03	   3697	     62	        0.0149	1	-4.12	8.22	-6.46	-20.23	-26.66	0	--  	--  	--  	--  	
128076	金轮转债	3.66	--  	0.12	2880.56	  2.42	         11.68	4.30	116.148	116.100	116.148	4.098	24974	74	112.610	116.842	112.020	112.050	--  	上证		115.342	12382	12592	  0.98	1	2	--  	--  	--  	--  	          0.02	          2.48亿	--  	 -0.04	   1525	     16	        0.0077	1	-1.71	3.89	-3.88	-8.02	-9.54	0	--  	--  	--  	--  	
123035	利德转债	3.65	--  	0.16	3191.03	  1.02	          3.30	4.85	122.200	122.200	122.300	4.300	26349	61	118.431	122.800	117.086	117.900	--  	上证		121.106	13284	13066	  1.02	9	11	--  	--  	--  	--  	          0.08	          9.76亿	--  	 -0.05	   1171	     23	        0.0028	1	-1.63	5.50	-1.61	-18.32	-29.33	0	--  	--  	--  	--  	
111004	明新转债	3.61	--  	0.51	7821.27	  0.13	         10.42	3.92	113.07	113.01	113.02	3.94	70100	1	111.00	113.78	109.50	109.13	--  	深证		111.57	36025	34075	  1.06	26	2	--  	--  	--  	--  	          0.07	          7.61亿	--  	  1.21	   2924	     24	        0.0036	2	0.02	2.21	13.07	13.07	13.07	0	--  	--  	--  	--  	
110057	现代转债	3.61	--  	0.00	9823.98	  0.49	          5.44	3.50	113.51	113.51	113.52	3.95	87832	2	110.05	113.70	109.86	109.56	--  	深证		111.85	41251	46581	  0.89	142	3	--  	--  	--  	--  	          0.16	         18.34亿	--  	  1.20	   2657	     33	        0.0020	1	-0.37	3.28	-6.73	-3.99	-9.02	0	--  	--  	--  	--  	
113577	春秋转债	3.60	--  	0.29	2142.60	  0.94	         10.02	4.34	121.20	121.20	121.35	4.21	17816	20	117.30	122.38	117.30	116.99	--  	深证		120.26	8526	9290	  0.92	352	2	--  	--  	--  	--  	          0.02	          2.15亿	--  	  1.19	   1354	     13	        0.0074	1	-0.02	4.71	1.18	-19.32	-16.66	0	--  	--  	--  	--  	
127050	麒麟转债	3.60	--  	0.02	24883.87	  3.01	          9.24	9.63	121.000	121.000	121.002	4.200	203287	434	116.901	128.151	116.901	116.800	--  	上证		122.408	101221	102067	  0.99	625	16	--  	--  	--  	--  	          0.22	         26.61亿	--  	 -0.10	   3435	     59	        0.0027	1	-0.44	4.64	-1.22	-10.10	-16.66	0	--  	--  	--  	--  	
123087	明电转债	3.58	--  	0.03	4811.72	  2.91	          9.90	3.00	116.735	116.700	116.750	4.035	41456	52	114.000	117.378	114.000	112.700	--  	上证		116.068	20224	21232	  0.95	70	5	--  	--  	--  	--  	          0.04	          4.89亿	--  	 -0.11	   1905	     22	        0.0052	1	-0.69	4.16	1.14	-6.76	-13.53	0	--  	--  	--  	--  	
127004	模塑转债	3.57	--  	-0.54	70597.70	  1.92	        367.00	9.37	145.000	144.922	145.000	5.000	481210	2112	140.574	153.622	140.503	140.000	--  	上证		146.709	244730	236480	  1.03	1	312	--  	--  	--  	--  	          0.01	          1.90亿	--  	 -0.12	   3778	    127	        0.0971	4	1.01	4.69	-5.10	-12.36	-12.95	0	--  	--  	--  	--  	
123120	隆华转债	3.50	--  	0.12	2752.92	  1.04	          2.92	2.75	118.648	118.648	118.700	4.008	23341	170	116.500	119.384	116.232	114.640	--  	上证		117.943	9745	13597	  0.72	7	1	--  	--  	--  	--  	          0.08	          9.47亿	--  	 -0.20	   1536	     15	        0.0019	1	-0.02	7.37	-6.36	-22.81	-29.88	0	--  	--  	--  	--  	
123078	飞凯转债	3.41	--  	0.40	35243.87	  1.06	         38.76	4.17	148.800	148.800	148.900	4.900	239697	1043	148.000	149.794	143.800	143.900	--  	上证		147.035	115700	123997	  0.93	24	5	--  	--  	--  	--  	          0.06	          9.20亿	--  	 -0.29	   3777	     63	        0.0103	4	0.55	11.70	-23.61	-16.38	-12.98	0	--  	--  	--  	--  	
113619	世运转债	3.39	--  	0.00	4363.30	  2.31	          3.91	4.17	112.20	112.20	112.24	3.68	39102	3	108.65	113.08	108.55	108.52	--  	深证		111.59	14248	24854	  0.57	1694	2	--  	--  	--  	--  	          0.10	         11.22亿	--  	  0.99	   1862	     21	        0.0021	1	-1.44	2.22	-4.75	-22.28	-20.24	0	--  	--  	--  	--  	
127035	濮耐转债	3.38	--  	-0.12	1708.12	  0.86	          2.45	3.81	112.350	112.350	112.380	3.672	15360	48	109.221	113.000	108.861	108.678	--  	上证		111.206	6636	8724	  0.76	10	28	--  	--  	--  	--  	          0.06	          7.04亿	--  	 -0.31	   1079	     14	        0.0023	3	0.87	4.49	-0.06	-9.85	-10.83	0	--  	--  	--  	--  	
113013	国君转债	3.38	--  	0.24	18963.41	  1.85	          2.43	4.04	113.27	113.11	113.23	3.70	169638	5	110.98	114.28	109.85	109.57	--  	深证		111.79	79616	90022	  0.88	4	160	--  	--  	--  	--  	          0.70	         79.18亿	--  	  0.97	   2815	     60	        0.0009	1	-0.90	2.70	1.37	-11.38	-8.92	0	--  	--  	--  	--  	
128100	搜特转债	3.38	--  	0.01	8580.99	  0.91	         11.51	3.05	94.610	94.610	94.614	3.089	91907	281	92.000	94.790	92.000	91.521	--  	上证		93.366	43372	48536	  0.89	242	1	--  	--  	--  	--  	          0.08	          7.55亿	--  	 -0.32	   3387	     27	        0.0034	1	-0.37	1.05	-6.97	-12.40	-12.75	0	--  	--  	--  	--  	
110048	福能转债	3.35	--  	-0.01	95853.84	  0.29	         42.77	5.49	177.02	177.00	177.09	5.74	545881	12	175.00	179.50	170.10	171.28	--  	深证		175.59	287329	258552	  1.11	5351	11	--  	--  	--  	--  	          0.13	         22.59亿	--  	  0.95	   4609	    118	        0.0093	1	-1.20	9.65	12.67	-17.68	-29.93	0	--  	--  	--  	--  	
113579	健友转债	3.34	--  	-0.05	531.30	  1.16	          0.87	3.71	123.32	123.00	123.38	3.98	4357	3	119.39	123.41	118.98	119.34	--  	深证		121.94	1608	2749	  0.58	64	2	--  	--  	--  	--  	          0.05	          6.20亿	--  	  0.93	    390	     11	        0.0022	1	-0.27	4.77	-2.21	-10.16	-13.77	0	--  	--  	--  	--  	
113030	东风转债	3.24	--  	-0.02	4173.51	  0.43	         11.24	3.57	126.95	126.83	126.97	3.98	33170	9	124.06	127.44	123.05	122.97	--  	深证		125.82	14460	18710	  0.77	4	16	--  	--  	--  	--  	          0.03	          3.75亿	--  	  0.83	   1813	     18	        0.0062	1	-0.30	4.28	2.91	-8.66	-16.47	0	--  	--  	--  	--  	
113629	泉峰转债	3.23	--  	-0.19	9664.24	  0.75	         13.18	3.62	119.39	119.31	119.45	3.74	81706	16	116.23	119.85	115.66	115.65	--  	深证		118.28	37730	43976	  0.86	3	2	--  	--  	--  	--  	          0.06	          7.40亿	--  	  0.83	   2784	     29	        0.0047	1	-1.29	5.64	-8.04	-31.78	-41.64	0	--  	--  	--  	--  	
123059	银信转债	3.23	--  	0.04	937.25	  1.32	          2.12	2.95	113.900	113.900	114.004	3.567	8285	40	111.000	114.200	110.950	110.333	--  	上证		113.126	4574	3711	  1.23	24	1	--  	--  	--  	--  	          0.04	          4.46亿	--  	 -0.46	    483	     17	        0.0044	1	-1.48	1.88	-3.31	-12.97	-6.14	0	--  	--  	--  	--  	
113527	维格转债	3.22	--  	0.00	99364.79	  0.54	        293.39	7.47	116.84	116.78	116.80	3.65	840072	27	113.80	122.26	113.80	113.19	--  	深证		118.28	423849	416223	  1.02	12	3	--  	--  	--  	--  	          0.03	          3.35亿	--  	  0.82	   4559	    184	        0.0644	2	0.04	2.63	-4.81	-11.53	-16.36	0	--  	--  	--  	--  	
118006	阿拉转债	3.22	--  	0.19	292031.10	  0.84	        534.10	9.18	138.90	138.88	138.97	4.33	2069089	34	136.40	146.00	133.65	134.57	--  	深证		141.14	1038056	1031033	  1.01	16	15	--  	--  	--  	--  	          0.04	          5.38亿	--  	  0.81	   4798	    431	        0.1113	1	-6.97	-4.49	38.90	38.90	38.90	0	--  	--  	--  	--  	
110082	宏发转债	3.21	--  	0.09	4801.81	  0.43	          2.05	4.13	119.14	119.02	119.10	3.71	40902	33	115.50	119.77	115.00	115.43	--  	深证		117.40	17203	23699	  0.73	6	2	--  	--  	--  	--  	          0.20	         23.83亿	--  	  0.81	   2343	     17	        0.0009	1	-0.04	8.61	4.10	-11.16	-14.21	0	--  	--  	--  	--  	
123010	博世转债	3.21	--  	0.11	2552.21	  8.95	          5.41	1.92	110.550	110.550	110.580	3.434	23251	32	108.700	110.722	108.666	107.116	--  	上证		109.768	11879	11373	  1.04	2	10	--  	--  	--  	--  	          0.04	          4.75亿	--  	 -0.49	   1786	     13	        0.0030	3	0.48	4.11	0.73	-0.88	-1.80	0	--  	--  	--  	--  	
123133	佩蒂转债	3.17	--  	0.00	7870.24	  2.07	          9.30	6.59	116.600	116.600	116.650	3.582	66960	282	113.527	120.970	113.527	113.018	--  	上证		117.536	32444	34517	  0.94	3788	31	--  	--  	--  	--  	          0.07	          8.40亿	--  	 -0.52	   2030	     33	        0.0046	1	-0.51	1.93	-0.20	-8.51	16.60	0	--  	--  	--  	--  	
